DATOS HORARIOS GENERADOS CON EL EXPLORADOR DE ENERGIA SOLAR PARA UN ANIO METEOROLOGICO TIPICO
""
-----------------------------------------------------------------------------------------
DESCRIPCION,Datos para la evaluacion de la radiacion solar generados con un modelo de transferencia radiativa
VERSION DEL MODELO,2.0
FUENTE,Ministerio de Energia / Departamento de Geofisica Universidad de Chile
CONTACTO,ernc@dgf.uchile.cl
-----------------------------------------------------------------------------------------
""
CARACTERISTICAS DEL SITIO
NOMBRE DEL SITIO,S1
LATITUD,-33.50265847815711
LONGITUD,-70.70821188888439
ALTURA,518.0
""
-----------------------------------------------------------------------------------------
PERIODO DE DATOS
FECHA INICIAL,2004-01-01 00:00:00
FECHA FINAL,2016-12-18 23:00:00
INTERVALO,60 minutos
METODO DE CALCULO,Promedio de valores instantaneos cada 10 minutos
""
-----------------------------------------------------------------------------------------
VARIABLES INCLUIDAS
""
VARIABLE,UNIDAD,DESCRIPCION
glb,W/m2,Radiacion Global
dir,W/m2,Radiacion Directa
dif,W/m2,Radiacion Difusa
sct,W/m2,Radiacion Difusa Reflejada
ghi,W/m2,Radiacion Global Horizontal
dirh,W/m2,Radiacion Directa
difh,W/m2,Radiacion Difusa
dni,W/m2,Radiacion Directa Normal
temp,C,Temperatura en 2 metros (Corejida)
vel,m/s,Velocidad de Viento
shadow,0 = Sin; 1 = Con (inc. la noche);,Presencia de sombras debido a la topografia
cloud,"1=Si, 0=No",Presencia de nubes
""
-----------------------------------------------------------------------------------------
""
Fecha/Hora,glb,dir,dif,sct,ghi,dirh,difh,dni,temp,vel,shadow,cloud
2011-03-25 18:00:00,160.89,127.60,30.65,2.64,128.44,94.92,33.52,603.45,18.18,2.75,0.00,0.00
2011-03-25 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.52,2.46,1.00,0.00
2011-03-25 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.15,1.89,1.00,0.00
2011-03-25 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.19,1.65,1.00,0.00
2011-03-25 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.37,1.31,1.00,0.00
2011-03-25 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.98,0.82,1.00,0.00
2011-03-26 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.18,0.89,1.00,0.00
2011-03-26 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.56,0.70,1.00,0.00
2011-03-26 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.95,0.66,1.00,0.00
2011-03-26 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.51,0.44,1.00,0.00
2011-03-26 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.35,1.00,0.00
2011-03-26 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.58,0.35,1.00,0.00
2011-03-26 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.86,0.37,1.00,0.00
2011-03-26 07:00:00,5.33,0.00,5.21,0.12,5.70,0.00,5.70,0.00,10.10,0.26,1.00,0.00
2011-03-26 08:00:00,271.97,227.39,40.11,4.47,217.72,173.86,43.86,741.52,11.73,0.23,0.00,0.00
2011-03-26 09:00:00,539.82,472.89,57.93,9.01,438.98,375.64,63.34,871.91,14.67,0.24,0.00,0.00
2011-03-26 10:00:00,771.80,688.26,70.60,12.95,631.10,553.90,77.20,928.58,17.27,0.55,0.00,0.00
2011-03-26 11:00:00,946.87,851.57,79.38,15.92,776.16,689.36,86.80,957.36,19.75,0.89,0.00,0.00
2011-03-26 12:00:00,1049.48,947.48,84.34,17.67,861.14,768.92,92.22,969.59,22.27,1.56,0.00,0.00
2011-03-26 13:00:00,1072.91,969.40,85.45,18.06,880.44,787.00,93.44,971.06,23.93,2.05,0.00,0.00
2011-03-26 14:00:00,1015.51,915.74,82.69,17.08,832.64,742.22,90.42,962.59,25.39,2.50,0.00,0.00
2011-03-26 15:00:00,883.40,792.36,76.22,14.83,723.00,639.66,83.34,943.76,24.93,2.81,0.00,0.00
2011-03-26 16:00:00,684.79,607.39,65.96,11.45,558.24,486.12,72.12,905.74,24.03,2.90,0.00,0.00
2011-03-26 17:00:00,436.94,378.12,51.58,7.24,352.90,296.50,56.40,829.25,22.73,2.82,0.00,0.00
2011-03-26 18:00:00,161.14,128.37,30.18,2.59,126.12,93.12,33.00,610.75,20.12,2.28,0.00,0.00
2011-03-26 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.73,1.68,1.00,0.00
2011-03-26 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.13,1.29,1.00,0.00
2011-03-26 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.03,1.00,1.00,0.00
2011-03-26 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.90,0.83,1.00,0.00
2011-03-26 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.99,0.68,1.00,0.00
2011-03-27 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.93,0.50,1.00,0.00
2011-03-27 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.15,0.43,1.00,0.00
2011-03-27 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50,0.44,1.00,0.00
2011-03-27 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.96,0.42,1.00,0.00
2011-03-27 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.42,0.45,1.00,0.00
2011-03-27 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.08,0.41,1.00,0.00
2011-03-27 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.21,0.42,1.00,0.00
2011-03-27 07:00:00,4.58,0.00,4.48,0.10,4.90,0.00,4.90,0.00,9.47,0.29,1.00,0.00
2011-03-27 08:00:00,269.07,225.09,39.62,4.36,212.68,169.36,43.32,731.33,10.99,0.24,0.00,0.00
2011-03-27 09:00:00,535.65,469.31,57.47,8.87,432.36,369.52,62.84,863.71,13.64,0.24,0.00,0.00
2011-03-27 10:00:00,766.52,683.63,70.11,12.79,623.36,546.70,76.66,921.49,16.27,0.56,0.00,0.00
2011-03-27 11:00:00,941.08,846.42,78.90,15.75,767.82,681.54,86.28,951.15,18.98,1.02,0.00,0.00
2011-03-27 12:00:00,1043.12,941.83,83.81,17.48,852.24,760.60,91.64,963.77,21.29,1.60,0.00,0.00
2011-03-27 13:00:00,466.06,12.67,443.23,10.15,494.90,10.24,484.66,12.70,23.08,2.14,0.00,1.00
2011-03-27 14:00:00,265.32,9.10,250.45,5.77,281.20,7.34,273.86,9.57,24.35,2.56,0.00,1.00
2011-03-27 15:00:00,181.02,7.85,169.24,3.93,191.36,6.30,185.06,9.36,23.40,2.99,0.00,1.00
2011-03-27 16:00:00,84.89,5.99,77.08,1.83,89.04,4.76,84.28,8.95,22.55,2.95,0.00,1.00
2011-03-27 17:00:00,112.11,3.71,105.96,2.44,118.74,2.88,115.86,8.17,21.48,2.74,0.00,1.00
2011-03-27 18:00:00,159.20,127.19,29.50,2.50,122.06,89.80,32.26,608.96,19.44,2.25,0.00,0.00
2011-03-27 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.85,1.67,1.00,0.00
2011-03-27 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.25,1.29,1.00,0.00
2011-03-27 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.11,1.01,1.00,0.00
2011-03-27 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.92,0.83,1.00,0.00
2011-03-27 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.89,0.59,1.00,0.00
2011-03-28 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.94,0.38,1.00,0.00
2011-03-28 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.15,0.42,1.00,0.00
2011-03-28 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50,0.56,1.00,0.00
2011-03-28 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.89,0.58,1.00,0.00
2011-03-28 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.19,0.69,1.00,0.00
2011-03-28 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,0.74,1.00,0.00
2011-03-28 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.76,0.76,1.00,0.00
2011-03-28 07:00:00,3.89,0.00,3.80,0.09,4.16,0.00,4.16,0.00,9.34,0.54,1.00,0.00
2011-03-28 08:00:00,266.65,223.18,39.20,4.27,208.14,165.28,42.86,722.19,11.67,0.42,0.00,0.00
2011-03-28 09:00:00,532.71,466.94,57.01,8.76,426.80,364.46,62.34,857.89,15.44,0.25,0.00,0.00
2011-03-28 10:00:00,763.56,681.26,69.63,12.67,617.44,541.30,76.14,917.39,19.14,0.28,0.00,0.00
2011-03-28 11:00:00,937.76,843.75,78.39,15.62,761.50,675.78,85.72,947.79,22.37,0.70,0.00,0.00
2011-03-28 12:00:00,1039.54,938.82,83.37,17.35,845.70,754.54,91.16,960.68,25.37,1.23,0.00,0.00
2011-03-28 13:00:00,1062.32,960.12,84.46,17.74,864.48,772.12,92.36,962.39,27.52,1.76,0.00,0.00
2011-03-28 14:00:00,1004.55,906.08,81.72,16.75,816.52,727.16,89.36,953.72,28.89,2.26,0.00,0.00
2011-03-28 15:00:00,871.44,781.76,75.19,14.49,706.16,623.94,82.22,933.19,28.09,2.65,0.00,0.00
2011-03-28 16:00:00,672.96,596.95,64.89,11.11,541.78,470.82,70.96,893.22,27.14,2.62,0.00,0.00
2011-03-28 17:00:00,425.60,368.21,50.46,6.93,337.62,282.44,55.18,812.18,25.90,2.42,0.00,0.00
2011-03-28 18:00:00,154.92,123.69,28.84,2.39,116.52,84.98,31.54,595.81,23.35,1.93,0.00,0.00
2011-03-28 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.74,1.47,1.00,0.00
2011-03-28 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.71,0.97,1.00,0.00
2011-03-28 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.16,0.70,1.00,0.00
2011-03-28 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.77,0.62,1.00,0.00
2011-03-28 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.92,0.46,1.00,0.00
2011-03-29 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.97,0.57,1.00,0.00
2011-03-29 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.20,0.61,1.00,0.00
2011-03-29 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.49,0.69,1.00,0.00
2011-03-29 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.92,0.71,1.00,0.00
2011-03-29 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.31,0.73,1.00,0.00
2011-03-29 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.73,0.75,1.00,0.00
2011-03-29 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.76,0.71,1.00,0.00
2011-03-29 07:00:00,3.29,0.00,3.22,0.07,3.52,0.00,3.52,0.00,10.94,0.58,1.00,0.00
2011-03-29 08:00:00,267.63,224.35,39.05,4.23,206.16,163.46,42.70,723.37,12.87,0.52,0.00,0.00
2011-03-29 09:00:00,535.03,469.29,57.01,8.73,425.38,363.04,62.34,860.64,16.31,0.20,0.00,0.00
2011-03-29 10:00:00,766.82,684.43,69.74,12.65,616.60,540.34,76.26,920.83,19.88,0.34,0.00,0.00
2011-03-29 11:00:00,941.77,847.60,78.56,15.62,761.14,675.24,85.90,951.78,22.68,0.73,0.00,0.00
2011-03-29 12:00:00,1043.89,943.03,83.51,17.35,845.52,754.20,91.32,965.04,25.23,1.28,0.00,0.00
2011-03-29 13:00:00,1066.71,964.39,84.59,17.73,864.32,771.82,92.50,967.06,27.30,1.83,0.00,0.00
2011-03-29 14:00:00,1008.63,910.09,81.79,16.74,816.14,726.70,89.44,958.68,28.86,2.25,0.00,0.00
2011-03-29 15:00:00,874.53,784.87,75.19,14.46,705.00,622.78,82.22,938.03,30.00,2.46,0.00,0.00
2011-03-29 16:00:00,674.66,598.76,64.82,11.07,539.70,468.82,70.88,897.52,29.28,2.58,0.00,0.00
2011-03-29 17:00:00,425.85,368.71,50.28,6.86,334.62,279.64,54.98,815.66,27.99,2.42,0.00,0.00
2011-03-29 18:00:00,152.79,122.15,28.33,2.31,112.56,81.58,30.98,592.06,24.90,1.93,0.00,0.00
2011-03-29 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.32,1.31,1.00,0.00
2011-03-29 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.14,0.77,1.00,0.00
2011-03-29 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.74,0.55,1.00,0.00
2011-03-29 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.46,0.47,1.00,0.00
2011-03-29 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.38,0.46,1.00,0.00
2011-03-30 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.24,0.68,1.00,0.00
2011-03-30 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.30,0.79,1.00,0.00
2011-03-30 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.49,0.86,1.00,0.00
2011-03-30 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.76,0.96,1.00,0.00
2011-03-30 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.04,1.01,1.00,0.00
2011-03-30 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.40,1.04,1.00,0.00
2011-03-30 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.40,1.00,1.00,0.00
2011-03-30 07:00:00,2.66,0.00,2.60,0.06,2.84,0.00,2.84,0.00,11.68,0.79,1.00,0.00
2011-03-30 08:00:00,274.16,230.73,39.16,4.27,208.18,165.36,42.82,741.26,13.83,0.67,0.00,0.00
2011-03-30 09:00:00,545.50,479.37,57.30,8.83,430.24,367.58,62.66,877.66,16.91,0.40,0.00,0.00
2011-03-30 10:00:00,779.43,696.54,70.11,12.78,623.08,546.42,76.66,936.39,20.41,0.28,0.00,0.00
2011-03-30 11:00:00,955.64,860.93,78.94,15.77,768.50,682.18,86.32,966.44,23.93,0.65,0.00,0.00
2011-03-30 12:00:00,1054.15,952.96,83.75,17.44,850.06,758.48,91.58,975.29,26.68,1.35,0.00,0.00
2011-03-30 13:00:00,1073.30,970.87,84.67,17.76,865.92,773.34,92.58,973.99,28.90,1.95,0.00,0.00
2011-03-30 14:00:00,1011.86,913.40,81.74,16.72,815.00,725.62,89.38,962.92,30.24,2.36,0.00,0.00
2011-03-30 15:00:00,873.89,784.54,74.97,14.38,700.96,618.98,81.98,938.78,29.66,2.57,0.00,0.00
2011-03-30 16:00:00,671.32,595.92,64.46,10.95,533.64,463.16,70.48,894.86,28.68,2.61,0.00,0.00
2011-03-30 17:00:00,420.99,364.50,49.77,6.72,327.76,273.34,54.42,808.50,27.27,2.44,0.00,0.00
2011-03-30 18:00:00,148.85,118.98,27.67,2.20,107.36,77.10,30.26,580.68,23.91,1.99,0.00,0.00
2011-03-30 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.49,1.62,1.00,0.00
2011-03-30 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.36,1.10,1.00,0.00
2011-03-30 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.90,0.63,1.00,0.00
2011-03-30 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.77,0.30,1.00,0.00
2011-03-30 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.68,0.43,1.00,0.00
2011-03-31 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.77,0.60,1.00,0.00
2011-03-31 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.73,1.00,0.00
2011-03-31 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.36,0.72,1.00,0.00
2011-03-31 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.64,0.72,1.00,0.00
2011-03-31 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.85,0.69,1.00,0.00
2011-03-31 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,0.84,1.00,0.00
2011-03-31 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.72,0.57,1.00,0.00
2011-03-31 07:00:00,1.93,0.00,1.88,0.04,2.06,0.00,2.06,0.00,12.07,0.39,1.00,0.00
2011-03-31 08:00:00,264.27,221.81,38.39,4.07,198.38,156.40,41.98,709.76,13.63,0.37,0.00,0.00
2011-03-31 09:00:00,529.57,464.73,56.33,8.51,414.80,353.20,61.60,849.44,15.97,0.02,0.00,0.00
2011-03-31 10:00:00,758.16,676.84,68.95,12.37,602.94,527.54,75.40,909.12,19.42,0.43,0.00,0.00
2011-03-31 11:00:00,929.89,836.99,77.62,15.27,744.54,659.66,84.88,939.32,22.38,0.81,0.00,0.00
2011-03-31 12:00:00,1029.06,929.65,82.45,16.96,826.52,736.36,90.16,951.57,25.34,1.43,0.00,0.00
2011-03-31 13:00:00,1049.80,949.07,83.42,17.31,843.60,752.38,91.22,952.58,27.47,2.03,0.00,0.00
2011-03-31 14:00:00,990.66,893.77,80.59,16.30,794.62,706.50,88.12,943.02,29.04,2.44,0.00,0.00
2011-03-31 15:00:00,854.75,766.88,73.87,14.00,682.24,601.46,80.78,918.81,28.55,2.66,0.00,0.00
2011-03-31 16:00:00,654.93,580.87,63.45,10.62,517.48,448.10,69.38,873.84,27.31,2.85,0.00,0.00
2011-03-31 17:00:00,408.21,352.91,48.84,6.46,314.96,261.56,53.40,785.11,25.86,2.72,0.00,0.00
2011-03-31 18:00:00,141.23,112.46,26.72,2.05,99.88,70.66,29.22,552.33,23.56,2.12,0.00,0.00
2011-03-31 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.30,1.79,1.00,0.00
2011-03-31 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.60,1.18,1.00,0.00
2011-03-31 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.27,0.80,1.00,0.00
2011-03-31 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.21,0.51,1.00,0.00
2011-03-31 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.04,0.33,1.00,0.00
2007-04-01 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.99,0.58,1.00,0.00
2007-04-01 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.43,0.47,1.00,0.00
2007-04-01 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.85,0.55,1.00,0.00
2007-04-01 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.51,0.48,1.00,0.00
2007-04-01 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.18,0.47,1.00,0.00
2007-04-01 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.96,0.45,1.00,0.00
2007-04-01 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.26,0.34,1.00,0.00
2007-04-01 07:00:00,0.09,0.00,0.09,0.00,0.10,0.00,0.10,0.00,10.46,0.41,1.00,1.00
2007-04-01 08:00:00,27.93,2.13,25.20,0.60,29.04,1.48,27.56,6.80,11.48,0.39,0.00,1.00
2007-04-01 09:00:00,71.08,4.51,65.04,1.53,74.52,3.40,71.12,8.23,13.57,0.35,0.00,1.00
2007-04-01 10:00:00,92.25,6.58,83.68,1.98,96.60,5.10,91.50,8.84,15.99,0.67,0.00,1.00
2007-04-01 11:00:00,196.78,8.16,184.35,4.27,207.98,6.40,201.58,9.16,18.17,1.15,0.00,1.00
2007-04-01 12:00:00,1005.84,908.35,80.99,16.51,804.66,716.10,88.56,929.92,20.27,1.59,0.00,0.00
2007-04-01 13:00:00,1026.46,927.61,82.00,16.86,821.60,731.94,89.66,931.52,22.20,2.04,0.00,0.00
2007-04-01 14:00:00,968.60,873.55,79.18,15.87,773.62,687.04,86.58,922.48,23.14,2.49,0.00,0.00
2007-04-01 15:00:00,835.73,749.51,72.59,13.62,663.92,584.54,79.38,899.14,23.52,2.70,0.00,0.00
2007-04-01 16:00:00,639.72,567.11,62.30,10.31,502.42,434.30,68.12,854.69,22.66,2.85,0.00,0.00
2007-04-01 17:00:00,397.02,342.96,47.83,6.23,303.62,251.32,52.30,765.35,21.27,2.78,0.00,0.00
2007-04-01 18:00:00,132.78,105.30,25.59,1.89,92.12,64.14,27.98,520.38,18.78,2.42,0.00,0.00
2007-04-01 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.88,1.77,1.00,0.00
2007-04-01 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.46,1.33,1.00,0.00
2007-04-01 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.49,1.03,1.00,0.00
2007-04-01 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.58,0.74,1.00,0.00
2007-04-01 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.45,1.00,0.00
2007-04-02 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.19,0.41,1.00,0.00
2007-04-02 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.66,0.39,1.00,0.00
2007-04-02 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.12,0.43,1.00,0.00
2007-04-02 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.83,0.37,1.00,0.00
2007-04-02 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.67,0.39,1.00,0.00
2007-04-02 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.23,0.36,1.00,0.00
2007-04-02 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.67,0.35,1.00,0.00
2007-04-02 07:00:00,0.69,0.00,0.68,0.02,0.74,0.00,0.74,0.00,9.24,0.22,1.00,0.00
2007-04-02 08:00:00,257.93,216.71,37.35,3.87,188.72,147.88,40.84,688.66,10.69,0.19,0.00,0.00
2007-04-02 09:00:00,522.24,458.57,55.40,8.27,403.02,342.44,60.58,835.70,13.33,0.07,0.00,0.00
2007-04-02 10:00:00,750.90,670.72,68.06,12.12,590.60,516.18,74.42,899.71,16.64,0.35,0.00,0.00
2007-04-02 11:00:00,923.87,832.02,76.82,15.03,732.86,648.86,84.00,933.40,19.14,0.86,0.00,0.00
2007-04-02 12:00:00,1019.96,921.74,81.56,16.66,812.22,723.04,89.18,943.86,21.22,1.39,0.00,0.00
2007-04-02 13:00:00,1037.95,938.53,82.45,16.97,827.16,737.00,90.16,943.03,23.04,1.86,0.00,0.00
2007-04-02 14:00:00,977.01,881.55,79.53,15.94,776.80,689.84,86.96,931.79,23.72,2.38,0.00,0.00
2007-04-02 15:00:00,842.95,756.38,72.91,13.67,666.16,586.44,79.72,908.56,23.17,2.66,0.00,0.00
2007-04-02 16:00:00,645.05,572.23,62.50,10.32,503.26,434.92,68.34,864.10,22.43,2.65,0.00,0.00
2007-04-02 17:00:00,400.00,345.92,47.87,6.21,302.82,250.48,52.34,774.07,21.30,2.57,0.00,0.00
2007-04-02 18:00:00,130.94,104.03,25.09,1.82,88.70,61.26,27.44,517.38,19.02,2.02,0.00,0.00
2007-04-02 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.96,1.40,1.00,0.00
2007-04-02 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.66,0.97,1.00,0.00
2007-04-02 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.62,0.66,1.00,0.00
2007-04-02 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.61,0.43,1.00,0.00
2007-04-02 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.12,0.40,1.00,0.00
2007-04-03 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.28,0.50,1.00,0.00
2007-04-03 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.04,0.46,1.00,0.00
2007-04-03 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.84,0.59,1.00,0.00
2007-04-03 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.66,0.52,1.00,0.00
2007-04-03 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.61,0.56,1.00,0.00
2007-04-03 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.31,0.36,1.00,0.00
2007-04-03 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.22,0.41,1.00,0.00
2007-04-03 07:00:00,0.11,0.00,0.11,0.00,0.12,0.00,0.12,0.00,10.89,0.24,1.00,0.00
2007-04-03 08:00:00,254.88,214.21,36.89,3.78,184.14,143.80,40.34,678.28,11.59,0.16,0.00,0.00
2007-04-03 09:00:00,515.19,452.30,54.80,8.10,394.64,334.72,59.92,822.94,14.32,0.11,0.00,0.00
2007-04-03 10:00:00,232.17,6.59,220.53,5.05,246.18,5.04,241.14,8.84,17.22,0.42,0.00,1.00
2007-04-03 11:00:00,315.85,8.15,300.82,6.88,335.26,6.32,328.94,9.14,19.69,0.78,0.00,1.00
2007-04-03 12:00:00,237.60,9.04,223.40,5.16,251.34,7.06,244.28,9.26,21.54,1.25,0.00,1.00
2007-04-03 13:00:00,244.24,9.21,229.73,5.30,258.40,7.20,251.20,9.26,22.70,1.76,0.00,1.00
2007-04-03 14:00:00,223.39,8.66,209.88,4.85,236.24,6.74,229.50,9.16,23.38,2.24,0.00,1.00
2007-04-03 15:00:00,263.57,7.42,250.41,5.73,279.54,5.72,273.82,8.93,23.98,2.47,0.00,1.00
2007-04-03 16:00:00,177.08,5.62,167.61,3.85,187.52,4.24,183.28,8.51,23.41,2.54,0.00,1.00
2007-04-03 17:00:00,89.94,3.38,84.61,1.95,94.94,2.42,92.52,7.60,22.35,2.43,0.00,1.00
